t;ref;u_ml;omega_ml;u_mr;omega_mr
9.2937;25.1327;15.2882;24.6838;18.0917;24.6841
9.3037;25.1327;15.7073;24.6841;18.5140;24.6838
9.3137;25.1327;12.6249;25.4314;15.4266;25.4322
9.3237;25.1327;15.8479;24.6841;18.6560;24.6834
9.3337;25.1327;12.7637;25.4318;15.5653;25.4326
9.3437;25.1327;12.4833;25.4318;15.2878;25.4318
9.3537;25.1327;12.1993;25.4326;15.0074;25.4318
9.3637;25.1327;11.9218;25.4318;14.7270;25.4318
9.3737;25.1327;15.1497;24.6834;14.4466;25.4318
9.3837;25.1327;12.0591;25.4326;17.6710;24.6841
9.3937;25.1327;11.7816;25.4318;18.0916;24.6841
9.4038;25.1327;15.0059;24.6841;15.0074;25.4318
9.4138;25.1327;11.9217;25.4318;14.7270;25.4318
9.4238;25.1327;11.6414;25.4318;17.9514;24.6841
9.4338;25.1327;11.3610;25.4318;14.8672;25.4318
9.4438;25.1327;14.5853;24.6841;18.0915;24.6841
9.4538;25.1327;15.0095;24.6834;15.0073;25.4318
9.4638;25.1327;11.9188;25.4326;14.7269;25.4318
9.4738;25.1327;11.6413;25.4318;14.4466;25.4318
9.4838;25.1327;11.3609;25.4318;17.6709;24.6841
9.4938;25.1327;11.0805;25.4318;14.5867;25.4318
9.5038;25.1327;14.3049;24.6841;17.8111;24.6841
9.5138;25.1327;14.7255;24.6841;14.7269;25.4318
9.5238;25.1327;11.6413;25.4318;14.4465;25.4318
9.5338;25.1327;14.8692;24.6834;17.6709;24.6841
9.5438;25.1327;11.7786;25.4326;18.0914;24.6841
9.5538;25.1327;15.0094;24.6834;15.0073;25.4318
9.5638;25.1327;11.9223;25.4318;18.2352;24.6834
9.5738;25.1327;11.6384;25.4326;15.1446;25.4326
9.5838;25.1327;14.8692;24.6834;18.3754;24.6834
9.5938;25.1327;15.2869;24.6841;15.2883;25.4318
9.6038;25.1327;12.2027;25.4318;15.0043;25.4326
9.6138;25.1327;11.9223;25.4318;14.7268;25.4318
9.6238;25.1327;15.1467;24.6841;14.4464;25.4318
9.6338;25.1327;12.0625;25.4318;17.6708;24.6841
9.6438;25.1327;11.7821;25.4318;18.0949;24.6834
9.6539;25.1327;15.0064;24.6841;15.0043;25.4326
9.6639;25.1327;11.9223;25.4318;14.7268;25.4318
9.6739;25.1327;11.6383;25.4326;14.4464;25.4318
9.6839;25.1327;11.3608;25.4318;17.6708;24.6841
9.6939;25.1327;14.5887;24.6834;18.0949;24.6834
9.7039;25.1327;11.4981;25.4326;15.0078;25.4318
9.7139;25.1327;14.7289;24.6834;14.7239;25.4326
9.7239;25.1327;11.6418;25.4318;14.4463;25.4318
9.7339;25.1327;11.3579;25.4326;17.6707;24.6841
9.7439;25.1327;14.5887;24.6834;14.5865;25.4318
9.7539;25.1327;15.0064;24.6841;17.8145;24.6834
9.7639;25.1327;11.9222;25.4318;14.7238;25.4326
9.7739;25.1327;11.6418;25.4318;17.9546;24.6834
9.7839;25.1327;14.8661;24.6841;14.8676;25.4318
9.7939;25.1327;11.7820;25.4318;18.0919;24.6841
9.8039;25.1327;15.0063;24.6841;15.0078;25.4318
9.8139;25.1327;11.9221;25.4318;14.7274;25.4318
9.8239;25.1327;11.6417;25.4318;17.9517;24.6841
9.8340;25.1327;14.8661;24.6841;18.3723;24.6841
9.8440;25.1327;15.2867;24.6841;15.2881;25.4318
9.8540;25.1327;12.2025;25.4318;15.0077;25.4318
9.8640;25.1327;11.9221;25.4318;14.7273;25.4318
9.8740;25.1327;15.1465;24.6841;17.9517;24.6841
9.8840;25.1327;12.0623;25.4318;18.3723;24.6841
9.8940;25.1327;11.7819;25.4318;15.2881;25.4318
9.9040;25.1327;11.5015;25.4318;15.0077;25.4318
9.9140;25.1327;14.7258;24.6841;14.7273;25.4318
9.9240;25.1327;11.6417;25.4318;17.9516;24.6841
9.9340;25.1327;11.3613;25.4318;18.3722;24.6841
9.9440;25.1327;14.5856;24.6841;15.2880;25.4318
9.9540;25.1327;15.0062;24.6841;15.0076;25.4318
9.9640;25.1327;11.9220;25.4318;14.7272;25.4318
9.9740;25.1327;11.6416;25.4318;14.4469;25.4318
9.9840;25.1327;11.3612;25.4318;17.6712;24.6841
9.9940;25.1327;14.5856;24.6841;18.0918;24.6841
10.0040;25.1327;11.5014;25.4318;15.0076;25.4318
10.0140;25.1327;14.7258;24.6841;14.7272;25.4318
10.0240;25.1327;11.6416;25.4318;14.4468;25.4318
10.0340;25.1327;14.8659;24.6841;14.1628;25.4326
10.0440;25.1327;11.7817;25.4318;17.3936;24.6834
10.0540;25.1327;15.0061;24.6841;17.8113;24.6841
10.0640;25.1327;11.9219;25.4318;14.7272;25.4318
10.0740;25.1327;15.1463;24.6841;14.4468;25.4318
10.0840;25.1327;12.0621;25.4318;17.6711;24.6841
10.0940;25.1327;11.7817;25.4318;18.0917;24.6841
10.1040;25.1327;15.0061;24.6841;15.0075;25.4318
10.1140;25.1327;11.9219;25.4318;18.2319;24.6841
10.1240;25.1327;11.6415;25.4318;15.1477;25.4318
10.1340;25.1327;14.8659;24.6841;18.3720;24.6841
10.1440;25.1327;11.7817;25.4318;15.2879;25.4318
10.1540;25.1327;15.0060;24.6841;15.0075;25.4318
10.1640;25.1327;11.9218;25.4318;14.7271;25.4318
10.1740;25.1327;11.6414;25.4318;14.4467;25.4318
10.1840;25.1327;14.8658;24.6841;17.6711;24.6841
10.1940;25.1327;11.7816;25.4318;18.0916;24.6841
10.2040;25.1327;11.5012;25.4318;15.0074;25.4318
10.2140;25.1327;14.7256;24.6841;14.7270;25.4318
10.2240;25.1327;11.6414;25.4318;17.9514;24.6841
10.2340;25.1327;14.8658;24.6841;14.8672;25.4318
10.2440;25.1327;11.7816;25.4318;18.0916;24.6841
10.2540;25.1327;15.0095;24.6834;15.0074;25.4318
10.2640;25.1327;11.9189;25.4326;14.7270;25.4318
10.2740;25.1327;11.6414;25.4318;14.4466;25.4318
10.2840;25.1327;14.8693;24.6834;17.6710;24.6841
10.2940;25.1327;15.2870;24.6841;18.0915;24.6841
10.3040;25.1327;12.2028;25.4318;15.0073;25.4318
10.3140;25.1327;11.9224;25.4318;14.7269;25.4318
10.3240;25.1327;15.1468;24.6841;14.4466;25.4318
10.3340;25.1327;12.0626;25.4318;17.6709;24.6841
10.3440;25.1327;11.7786;25.4326;14.5867;25.4318
10.3540;25.1327;11.5011;25.4318;17.8111;24.6841
10.3640;25.1327;14.7290;24.6834;14.7269;25.4318
10.3740;25.1327;11.6384;25.4326;17.9548;24.6834
10.3840;25.1327;14.8692;24.6834;18.3725;24.6841
10.3940;25.1327;11.7822;25.4318;18.7931;24.6841
10.4040;25.1327;15.0065;24.6841;15.7089;25.4318
10.4140;25.1327;11.9223;25.4318;15.4285;25.4318
10.4240;25.1327;11.6384;25.4326;15.1481;25.4318
10.4340;25.1327;11.3608;25.4318;18.3725;24.6841
10.4440;25.1327;14.5888;24.6834;15.2883;25.4318
10.4540;25.1327;15.0065;24.6841;15.0079;25.4318
10.4640;25.1327;11.9223;25.4318;14.7240;25.4326
10.4740;25.1327;11.6419;25.4318;17.9548;24.6834
10.4840;25.1327;11.3579;25.4326;14.8641;25.4326
10.4940;25.1327;14.5887;24.6834;18.0949;24.6834
10.5040;25.1327;11.5017;25.4318;15.0079;25.4318
10.5140;25.1327;14.7261;24.6841;14.7239;25.4326
10.5240;25.1327;11.6419;25.4318;14.4464;25.4318
10.5340;25.1327;14.8662;24.6841;17.6743;24.6834
10.5440;25.1327;11.7820;25.4318;18.0920;24.6841
10.5540;25.1327;15.0064;24.6841;15.0078;25.4318
10.5640;25.1327;11.9222;25.4318;14.7275;25.4318
10.5740;25.1327;15.1466;24.6841;14.4435;25.4326
10.5840;25.1327;12.0624;25.4318;17.6743;24.6834
10.5940;25.1327;15.2868;24.6841;18.0920;24.6841
10.6040;25.1327;12.2026;25.4318;15.0078;25.4318
10.6140;25.1327;11.9222;25.4318;14.7274;25.4318
10.6240;25.1327;11.6418;25.4318;17.9518;24.6841
10.6340;25.1327;11.3614;25.4318;18.3723;24.6841
10.6440;25.1327;14.5858;24.6841;15.2881;25.4318
10.6540;25.1327;11.5016;25.4318;18.5125;24.6841
10.6640;25.1327;14.7259;24.6841;15.4283;25.4318
10.6740;25.1327;11.6417;25.4318;15.1479;25.4318
10.6840;25.1327;14.8661;24.6841;14.8675;25.4318
10.6940;25.1327;11.7819;25.4318;14.5872;25.4318
10.7040;25.1327;15.0063;24.6841;17.8115;24.6841
10.7140;25.1327;11.9221;25.4318;14.7273;25.4318
10.7240;25.1327;11.6417;25.4318;17.9517;24.6841
10.7340;25.1327;11.3613;25.4318;14.8675;25.4318
10.7440;25.1327;14.5857;24.6841;18.0919;24.6841
10.7540;25.1327;11.5015;25.4318;15.0077;25.4318
10.7640;25.1327;14.7258;24.6841;14.7273;25.4318
10.7740;25.1327;11.6417;25.4318;17.9517;24.6841
10.7840;25.1327;14.8660;24.6841;14.8675;25.4318
10.7940;25.1327;11.7818;25.4318;18.0918;24.6841
10.8040;25.1327;15.0062;24.6841;15.0076;25.4318
10.8140;25.1327;11.9220;25.4318;18.2320;24.6841
10.8240;25.1327;15.1464;24.6841;15.1478;25.4318
10.8340;25.1327;12.0622;25.4318;18.3722;24.6841
10.8440;25.1327;15.2901;24.6834;15.2880;25.4318
10.8540;25.1327;12.1995;25.4326;15.0076;25.4318
10.8640;25.1327;11.9220;25.4318;14.7272;25.4318
10.8740;25.1327;11.6416;25.4318;14.4468;25.4318
10.8840;25.1327;11.3612;25.4318;17.6712;24.6841
10.8940;25.1327;14.5856;24.6841;14.5870;25.4318
10.9040;25.1327;15.0061;24.6841;17.8114;24.6841
10.9140;25.1327;11.9219;25.4318;14.7272;25.4318
10.9240;25.1327;11.6415;25.4318;14.4468;25.4318
10.9340;25.1327;11.3611;25.4318;17.6711;24.6841
10.9440;25.1327;14.5855;24.6841;18.0917;24.6841
10.9540;25.1327;11.5013;25.4318;15.0075;25.4318
10.9640;25.1327;14.7257;24.6841;14.7271;25.4318
10.9740;25.1327;11.6415;25.4318;14.4467;25.4318
10.9840;25.1327;11.3611;25.4318;17.6711;24.6841
10.9940;25.1327;14.5855;24.6841;18.0917;24.6841
11.0040;25.1327;15.0096;24.6834;15.0075;25.4318
11.0141;25.1327;11.9190;25.4326;14.7271;25.4318
11.0241;25.1327;11.6414;25.4318;17.9514;24.6841
11.0341;25.1327;11.3611;25.4318;14.8673;25.4318
11.0441;25.1327;14.5854;24.6841;18.0916;24.6841
11.0541;25.1327;15.0096;24.6834;15.0074;25.4318
11.0641;25.1327;11.9225;25.4318;14.7270;25.4318
11.0741;25.1327;15.1469;24.6841;17.9514;24.6841
11.0841;25.1327;12.0627;25.4318;14.8672;25.4318
11.0941;25.1327;11.7787;25.4326;18.0951;24.6834
11.1041;25.1327;11.5012;25.4318;15.0045;25.4326
11.1141;25.1327;14.7291;24.6834;14.7270;25.4318
11.1241;25.1327;11.6385;25.4326;17.9549;24.6834
11.1341;25.1327;11.3610;25.4318;18.3726;24.6841
11.1441;25.1327;14.5889;24.6834;15.2884;25.4318
11.1541;25.1327;15.0066;24.6841;15.0045;25.4326
11.1641;25.1327;11.9224;25.4318;18.2353;24.6834
11.1742;25.1327;11.6420;25.4318;15.1482;25.4318
11.1842;25.1327;11.3581;25.4326;14.8643;25.4326
11.1942;25.1327;14.5889;24.6834;18.0951;24.6834
11.2042;25.1327;11.4982;25.4326;15.0080;25.4318
11.2142;25.1327;14.7290;24.6834;14.7240;25.4326
11.2242;25.1327;11.6420;25.4318;14.4465;25.4318
11.2342;25.1327;14.8664;24.6841;17.6745;24.6834
11.2442;25.1327;11.7822;25.4318;14.5838;25.4326
11.2542;25.1327;15.0065;24.6841;17.8146;24.6834
11.2642;25.1327;11.9223;25.4318;14.7240;25.4326
11.2742;25.1327;11.6420;25.4318;17.9548;24.6834
11.2842;25.1327;14.8663;24.6841;14.8678;25.4318
11.2942;25.1327;15.2869;24.6841;18.0921;24.6841
11.3042;25.1327;12.2027;25.4318;15.0079;25.4318
11.3142;25.1327;11.9223;25.4318;14.7275;25.4318
11.3242;25.1327;15.1467;24.6841;17.9519;24.6841
11.3342;25.1327;12.0625;25.4318;18.3725;24.6841
11.3442;25.1327;11.7821;25.4318;15.2883;25.4318
11.3542;25.1327;15.0064;24.6841;18.5126;24.6841
11.3642;25.1327;11.9223;25.4318;15.4284;25.4318
11.3742;25.1327;11.6419;25.4318;15.1481;25.4318
11.3842;25.1327;11.3615;25.4318;18.3724;24.6841
11.3942;25.1327;14.5858;24.6841;15.2882;25.4318
11.4042;25.1327;11.5017;25.4318;15.0078;25.4318
11.4142;25.1327;14.7260;24.6841;14.7275;25.4318
11.4242;25.1327;11.6418;25.4318;14.4471;25.4318
11.4342;25.1327;14.8662;24.6841;17.6714;24.6841
11.4442;25.1327;11.7820;25.4318;18.0920;24.6841
11.4542;25.1327;11.5016;25.4318;15.0078;25.4318
11.4642;25.1327;14.7260;24.6841;14.7274;25.4318
11.4742;25.1327;11.6418;25.4318;14.4470;25.4318
11.4842;25.1327;14.8662;24.6841;17.6714;24.6841
11.4942;25.1327;11.7820;25.4318;18.0920;24.6841
11.5042;25.1327;15.0063;24.6841;15.0078;25.4318
11.5142;25.1327;11.9221;25.4318;14.7274;25.4318
11.5242;25.1327;11.6417;25.4318;14.4470;25.4318
11.5342;25.1327;14.8661;24.6841;17.6714;24.6841
11.5442;25.1327;15.2902;24.6834;18.0919;24.6841
11.5542;25.1327;12.1996;25.4326;15.0077;25.4318
11.5642;25.1327;11.9221;25.4318;14.7273;25.4318
11.5742;25.1327;15.1465;24.6841;17.9517;24.6841
11.5842;25.1327;12.0623;25.4318;14.8675;25.4318
11.5942;25.1327;11.7819;25.4318;18.0919;24.6841
11.6042;25.1327;15.0062;24.6841;15.0077;25.4318
11.6142;25.1327;11.9220;25.4318;18.2320;24.6841
11.6242;25.1327;11.6417;25.4318;15.1479;25.4318
11.6342;25.1327;11.3613;25.4318;14.8675;25.4318
11.6442;25.1327;14.5856;24.6841;18.0918;24.6841
11.6542;25.1327;11.5014;25.4318;15.0076;25.4318
11.6642;25.1327;14.7258;24.6841;14.7272;25.4318
11.6742;25.1327;11.6416;25.4318;17.9516;24.6841
11.6842;25.1327;11.3612;25.4318;14.8674;25.4318
11.6942;25.1327;14.5856;24.6841;18.0918;24.6841
11.7042;25.1327;15.0097;24.6834;15.0076;25.4318
11.7142;25.1327;11.9191;25.4326;14.7272;25.4318
11.7242;25.1327;11.6416;25.4318;17.9516;24.6841
11.7342;25.1327;14.8695;24.6834;18.3757;24.6834
11.7442;25.1327;11.7789;25.4326;15.2851;25.4326
11.7542;25.1327;15.0097;24.6834;15.0076;25.4318
11.7642;25.1327;11.9191;25.4326;14.7272;25.4318
11.7742;25.1327;15.1499;24.6834;17.9515;24.6841
11.7842;25.1327;12.0628;25.4318;14.8673;25.4318
11.7942;25.1327;11.7788;25.4326;14.5869;25.4318
11.8042;25.1327;11.5013;25.4318;17.8113;24.6841
11.8142;25.1327;14.7293;24.6834;14.7271;25.4318
11.8242;25.1327;11.6386;25.4326;17.9515;24.6841
11.8342;25.1327;11.3611;25.4318;18.3756;24.6834
11.8442;25.1327;14.5855;24.6841;15.2886;25.4318
11.8542;25.1327;11.5013;25.4318;15.0046;25.4326
11.8642;25.1327;14.7256;24.6841;18.2318;24.6841
11.8742;25.1327;11.6415;25.4318;18.6524;24.6841
11.8842;25.1327;14.8658;24.6841;15.5682;25.4318
11.8942;25.1327;11.7816;25.4318;15.2878;25.4318
11.9042;25.1327;15.0060;24.6841;15.0074;25.4318
11.9142;25.1327;11.9218;25.4318;14.7270;25.4318
11.9242;25.1327;11.6414;25.4318;17.9514;24.6841
11.9342;25.1327;14.8658;24.6841;14.8672;25.4318
11.9442;25.1327;15.2935;24.6826;18.0916;24.6841
11.9542;25.1327;12.1964;25.4333;15.0074;25.4318
11.9642;25.1327;11.9218;25.4318;14.7270;25.4318
11.9742;25.1327;11.6414;25.4318;14.4466;25.4318
11.9842;25.1327;14.8657;24.6841;17.6710;24.6841
11.9942;25.1327;11.7815;25.4318;18.0915;24.6841
12.0042;25.1327;15.0059;24.6841;15.0073;25.4318
12.0142;-25.1327;-223.6978;25.4318;-220.8925;25.4318
12.0242;-25.1327;-229.0235;16.4551;-229.7302;17.2043
12.0342;-25.1327;-197.8956;1.4969;-199.2903;2.2430
12.0442;-25.1327;-177.2705;-8.2291;-172.3695;-8.9752
12.0542;-25.1327;-147.5416;-17.9520;-145.4387;-17.9520
12.0642;-25.1327;-122.7165;-24.6841;-127.6231;-23.1888
12.0743;-25.1327;-98.5966;-29.9194;-101.4004;-29.1718
12.0843;-25.1327;-69.5615;-35.1562;-76.5781;-33.6594
12.0943;-25.1327;-46.1454;-38.1470;-54.5583;-36.6516
12.1043;-25.1327;-30.4327;-38.8962;-33.2379;-38.8962
12.1143;-25.1327;-10.5200;-40.3915;-20.3347;-38.8962
12.1243;-25.1327;0.2804;-39.6439;-7.4315;-38.8962
12.1343;-25.1327;10.3798;-38.8962;1.9670;-38.1485
12.1443;-25.1327;12.7616;-36.6516;7.1526;-36.6516
12.1543;-25.1327;13.0463;-34.4086;14.4468;-35.9039
12.1643;-25.1327;7.7162;-31.4163;7.0139;-32.1640
12.1743;-25.1327;6.5904;-29.9194;6.5890;-30.6671
12.1843;-25.1327;0.5601;-27.6756;1.2632;-28.4241
12.1943;-25.1327;-0.5607;-26.9279;-2.6642;-26.9279
12.2043;-25.1327;-2.3824;-26.1803;-0.9812;-26.9279
12.2143;-25.1327;-4.9087;-25.4318;-6.3113;-25.4318
12.2243;-25.1327;-8.1330;-24.6841;-6.0273;-25.4326
12.2343;-25.1327;-8.5536;-24.6841;-12.7629;-23.9357
12.2443;-25.1327;-12.4825;-23.9357;-13.8851;-23.9357
12.2543;-25.1327;-17.1095;-23.1880;-15.0073;-23.9357
12.2643;-25.1327;-11.9196;-24.6841;-12.6212;-24.6841
12.2743;-25.1327;-15.8485;-23.9357;-16.5465;-23.9365
12.2843;-25.1327;-13.4624;-24.6841;-17.6716;-23.9357
12.2943;-25.1327;-13.8865;-24.6834;-18.7939;-23.9357
12.3043;-25.1327;-17.8090;-23.9365;-19.9161;-23.9357
12.3143;-25.1327;-11.9210;-25.4318;-17.5300;-24.6841
12.3243;-25.1327;-15.1453;-24.6841;-21.4553;-23.9365
12.3343;-25.1327;-15.5695;-24.6834;-15.5673;-25.4318
12.3443;-25.1327;-15.9872;-24.6841;-15.2869;-25.4318
12.3543;-25.1327;-16.4077;-24.6841;-18.5113;-24.6841
12.3643;-25.1327;-13.3235;-25.4318;-15.4271;-25.4318
12.3743;-25.1327;-13.0431;-25.4318;-18.6550;-24.6834
12.3843;-25.1327;-12.7628;-25.4318;-15.5644;-25.4326
12.3943;-25.1327;-12.4824;-25.4318;-15.2869;-25.4318
12.4043;-25.1327;-12.1984;-25.4326;-15.0065;-25.4318
12.4143;-25.1327;-11.9209;-25.4318;-14.7261;-25.4318
12.4243;-25.1327;-11.6405;-25.4318;-14.4457;-25.4318
12.4343;-25.1327;-14.8649;-24.6841;-17.6701;-24.6841
12.4443;-25.1327;-11.7807;-25.4318;-14.5859;-25.4318
12.4543;-25.1327;-15.0050;-24.6841;-14.3055;-25.4318
12.4643;-25.1327;-11.9208;-25.4318;-17.5299;-24.6841
12.4743;-25.1327;-11.6404;-25.4318;-14.4457;-25.4318
12.4843;-25.1327;-14.8648;-24.6841;-14.1653;-25.4318
12.4943;-25.1327;-11.7806;-25.4318;-13.8849;-25.4318
12.5043;-25.1327;-15.0086;-24.6834;-17.1093;-24.6841
12.5143;-25.1327;-11.9179;-25.4326;-14.0251;-25.4318
12.5243;-25.1327;-11.6404;-25.4318;-13.7411;-25.4326
12.5343;-25.1327;-14.8648;-24.6841;-16.9719;-24.6834
12.5443;-25.1327;-11.7806;-25.4318;-13.8849;-25.4318
12.5543;-25.1327;-15.0085;-24.6834;-17.1092;-24.6841
12.5643;-25.1327;-11.9179;-25.4326;-17.5298;-24.6841
12.5743;-25.1327;-15.1487;-24.6834;-14.4456;-25.4318
12.5843;-25.1327;-12.0616;-25.4318;-14.1652;-25.4318
12.5943;-25.1327;-11.7777;-25.4326;-13.8848;-25.4318
12.6044;-25.1327;-15.0085;-24.6834;-17.1092;-24.6841
12.6144;-25.1327;-11.9214;-25.4318;-14.0250;-25.4318
12.6244;-25.1327;-11.6375;-25.4326;-17.2493;-24.6841
12.6344;-25.1327;-11.3599;-25.4318;-14.1652;-25.4318
12.6444;-25.1327;-14.5843;-24.6841;-17.3895;-24.6841
12.6544;-25.1327;-11.5001;-25.4318;-14.3053;-25.4318
12.6644;-25.1327;-14.7280;-24.6834;-17.5297;-24.6841
12.6744;-25.1327;-11.6374;-25.4326;-14.4455;-25.4318
12.6844;-25.1327;-11.3599;-25.4318;-14.1651;-25.4318
12.6944;-25.1327;-14.5878;-24.6834;-13.8847;-25.4318
12.7044;-25.1327;-15.0055;-24.6841;-17.1091;-24.6841
12.7144;-25.1327;-11.9213;-25.4318;-17.5297;-24.6841
12.7244;-25.1327;-11.6374;-25.4326;-14.4455;-25.4318
12.7344;-25.1327;-11.3599;-25.4318;-14.1651;-25.4318
12.7444;-25.1327;-14.5878;-24.6834;-13.8847;-25.4318
12.7544;-25.1327;-15.0055;-24.6841;-17.1091;-24.6841
12.7644;-25.1327;-11.9213;-25.4318;-17.5296;-24.6841
12.7744;-25.1327;-15.1457;-24.6841;-14.4454;-25.4318
12.7844;-25.1327;-12.0615;-25.4318;-14.1650;-25.4318
12.7944;-25.1327;-15.2858;-24.6841;-13.8846;-25.4318
12.8044;-25.1327;-12.2016;-25.4318;-17.1090;-24.6841
12.8144;-25.1327;-11.9213;-25.4318;-14.0248;-25.4318
12.8244;-25.1327;-11.6409;-25.4318;-13.7444;-25.4318
12.8344;-25.1327;-11.3569;-25.4326;-16.9688;-24.6841
12.8444;-25.1327;-11.0794;-25.4318;-13.8846;-25.4318
12.8544;-25.1327;-14.3073;-24.6834;-17.1090;-24.6841
12.8644;-25.1327;-14.7250;-24.6841;-14.0248;-25.4318
12.8744;-25.1327;-11.6408;-25.4318;-17.2491;-24.6841
12.8844;-25.1327;-11.3604;-25.4318;-14.1649;-25.4318
12.8944;-25.1327;-14.5848;-24.6841;-13.8846;-25.4318
12.9044;-25.1327;-11.5006;-25.4318;-17.1089;-24.6841
12.9144;-25.1327;-14.7250;-24.6841;-17.5331;-24.6834
12.9244;-25.1327;-11.6408;-25.4318;-14.4424;-25.4326
12.9344;-25.1327;-11.3604;-25.4318;-14.1649;-25.4318
12.9444;-25.1327;-14.5848;-24.6841;-17.3928;-24.6834
12.9544;-25.1327;-11.5006;-25.4318;-14.3022;-25.4326
12.9644;-25.1327;-14.7249;-24.6841;-14.0247;-25.4318
12.9744;-25.1327;-11.6407;-25.4318;-17.2491;-24.6841
12.9844;-25.1327;-14.8651;-24.6841;-14.1649;-25.4318
12.9944;-25.1327;-15.2857;-24.6841;-13.8845;-25.4318
13.0044;-25.1327;-12.2015;-25.4318;-17.1088;-24.6841
13.0144;-25.1327;-11.9211;-25.4318;-14.0246;-25.4318
13.0244;-25.1327;-15.1455;-24.6841;-13.7443;-25.4318
13.0344;-25.1327;-15.5696;-24.6834;-16.9686;-24.6841
13.0444;-25.1327;-12.4790;-25.4326;-13.8844;-25.4318
13.0544;-25.1327;-12.2014;-25.4318;-17.1124;-24.6834
13.0644;-25.1327;-11.9211;-25.4318;-14.0217;-25.4326
13.0744;-25.1327;-11.6407;-25.4318;-13.7442;-25.4318
13.0844;-25.1327;-11.3603;-25.4318;-16.9686;-24.6841
13.0944;-25.1327;-14.5846;-24.6841;-13.8844;-25.4318
13.1044;-25.1327;-11.5004;-25.4318;-17.1123;-24.6834
13.1144;-25.1327;-14.7248;-24.6841;-17.5300;-24.6841
13.1244;-25.1327;-11.6406;-25.4318;-14.4458;-25.4318
13.1344;-25.1327;-14.8650;-24.6841;-14.1655;-25.4318
13.1444;-25.1327;-11.7808;-25.4318;-13.8815;-25.4326
13.1544;-25.1327;-15.0052;-24.6841;-17.1123;-24.6834
13.1644;-25.1327;-11.9210;-25.4318;-17.5300;-24.6841
13.1744;-25.1327;-11.6406;-25.4318;-14.4458;-25.4318
13.1844;-25.1327;-11.3602;-25.4318;-14.1654;-25.4318
13.1944;-25.1327;-14.5846;-24.6841;-17.3898;-24.6841
13.2044;-25.1327;-11.5004;-25.4318;-14.3056;-25.4318
13.2144;-25.1327;-14.7247;-24.6841;-17.5300;-24.6841
13.2244;-25.1327;-11.6405;-25.4318;-14.4458;-25.4318
13.2344;-25.1327;-14.8649;-24.6841;-14.1654;-25.4318
13.2444;-25.1327;-11.7807;-25.4318;-13.8850;-25.4318
13.2544;-25.1327;-15.0087;-24.6834;-13.6010;-25.4326
13.2644;-25.1327;-11.9180;-25.4326;-16.8318;-24.6834
13.2744;-25.1327;-15.1488;-24.6834;-17.2495;-24.6841
13.2844;-25.1327;-12.0582;-25.4326;-14.1653;-25.4318
13.2944;-25.1327;-15.2890;-24.6834;-13.8849;-25.4318
13.3044;-25.1327;-12.2019;-25.4318;-17.1093;-24.6841
13.3144;-25.1327;-11.9180;-25.4326;-14.0251;-25.4318
13.3244;-25.1327;-11.6405;-25.4318;-17.2495;-24.6841
13.3344;-25.1327;-11.3601;-25.4318;-14.1653;-25.4318
13.3444;-25.1327;-14.5844;-24.6841;-13.8849;-25.4318
13.3544;-25.1327;-11.5002;-25.4318;-17.1093;-24.6841
13.3644;-25.1327;-14.7282;-24.6834;-14.0251;-25.4318
13.3744;-25.1327;-11.6375;-25.4326;-17.2494;-24.6841
13.3844;-25.1327;-11.3600;-25.4318;-14.1652;-25.4318
13.3944;-25.1327;-14.5844;-24.6841;-13.8849;-25.4318
13.4044;-25.1327;-11.5002;-25.4318;-17.1092;-24.6841
13.4145;-25.1327;-14.7281;-24.6834;-17.5298;-24.6841
13.4245;-25.1327;-11.6375;-25.4326;-14.4456;-25.4318
13.4345;-25.1327;-11.3600;-25.4318;-14.1652;-25.4318
13.4445;-25.1327;-14.5879;-24.6834;-13.8848;-25.4318
13.4545;-25.1327;-11.4973;-25.4326;-17.1092;-24.6841
13.4645;-25.1327;-14.7281;-24.6834;-17.5297;-24.6841
13.4745;-25.1327;-11.6410;-25.4318;-14.4455;-25.4318
13.4845;-25.1327;-11.3571;-25.4326;-14.1652;-25.4318
13.4945;-25.1327;-14.5879;-24.6834;-13.8848;-25.4318
13.5045;-25.1327;-15.0056;-24.6841;-17.1091;-24.6841
13.5145;-25.1327;-11.9214;-25.4318;-14.0249;-25.4318
13.5245;-25.1327;-15.1458;-24.6841;-13.7446;-25.4318
13.5345;-25.1327;-12.0616;-25.4318;-16.9689;-24.6841
13.5445;-25.1327;-11.7812;-25.4318;-13.8847;-25.4318
13.5545;-25.1327;-15.0055;-24.6841;-17.1091;-24.6841
13.5645;-25.1327;-11.9213;-25.4318;-14.0249;-25.4318
13.5745;-25.1327;-11.6410;-25.4318;-17.2493;-24.6841
13.5845;-25.1327;-11.3570;-25.4326;-14.1651;-25.4318
13.5945;-25.1327;-14.5878;-24.6834;-13.8847;-25.4318
13.6045;-25.1327;-11.5007;-25.4318;-17.1091;-24.6841
13.6145;-25.1327;-14.7251;-24.6841;-14.0249;-25.4318
13.6245;-25.1327;-11.6409;-25.4318;-17.2492;-24.6841
13.6345;-25.1327;-11.3605;-25.4318;-14.1650;-25.4318
13.6445;-25.1327;-14.5849;-24.6841;-13.8846;-25.4318
13.6545;-25.1327;-15.0055;-24.6841;-17.1090;-24.6841
13.6645;-25.1327;-11.9213;-25.4318;-17.5331;-24.6834
